,Date,Type,Country,Area,Activity,Sex,Age,Injury,Fatal,Species
3589,1966-01-01,Unprovoked,USA,California,Free diving / spearfishing (resting on the surface),M,29,"Hand, arm & thigh bitten",N,"White shark, 3 m [10'] "
3590,1966-01-01,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,30,Buttocks bitten,N,"Wobbegong shark, 5' "
3591,1966-01-01,Sea Disaster,COLUMBIA,Unidentified,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,Unidentified,0,"10 survived, 51 perished. ",Y,Shark involvement not confirmed
3592,1966-01-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,M,16,Right calf lacerated,N,1.5 m to 1.8 m [5' to 6'] Zambesi shark
3593,1966-01-01,Unprovoked,AUSTRALIA,Western Australia,Jumped into the water,M,43,"Lower leg nipped, arm bruised when he landed in boat",N,76 cm [2.5'] carpet shark
3594,1966-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,15,Lower legs bitten,N,"1.8 m to 2 m [6' to 6'9""] shark"
3595,1966-01-01,Unprovoked,NEW ZEALAND,North Island,Body surfing ,F,15,"FATAL, left leg bitten thigh to calf  ",Y,Unidentified
3596,1966-01-01,Unprovoked,USA,Florida,Swimming,M,35,Thigh gashed,N,Hammerhead shark
3597,1900-01-01,Invalid,USA,California,Walking,F,15,Minor lacerations & abrasions to lower leg. ,Unidentified,Shark involvement not confirmed
3598,1965-12-01,Unprovoked,AUSTRALIA,Western Australia,"Spearfishing, but standing in knee-deep water",M,40,Thigh & swim fin bitten,N,1.8 m [6'] carpet shark
3599,1965-12-01,Unprovoked,JOHNSTON ISLAND,Unidentified,Freediving,M,0,No injury,N,Grey reef shark
3600,1965-12-01,Boat,AUSTRALIA,South Australia,Fishing,Unidentified,0,No injury to occupants. Shark  gouged planks of boat,N,15' shark
3601,1965-11-01,Provoked,AUSTRALIA,Queensland,Fishing from 34' boat when pulled overboard by hooked shark,M,43,FATAL PROVOKED INCIDENT,Y,4.6 m [15'] shark
3602,1965-11-01,Unprovoked,PACIFIC OCEAN ,"250 miles southwest of O'ahu, Hawaii","Hauling dead shark aboard, when another shark leapt out of the water & bit him",M,44,"Left forearm bitten, surgically amputated",N,Unidentified
3603,1965-11-01,Invalid,PANAMA,Caribbean Sea,Argentine Air Force C-54,Unidentified,0,2 life preservers had been bitten by sharks,Unidentified,Shark involvement not confirmed
3604,1965-11-01,Unprovoked,AUSTRALIA,Queensland,Surfing,M,24,Puncture wounds to right thigh,N,"Grey nurse shark, 2.4 m [8'] "
3605,1965-10-01,Unprovoked,Unidentified,Unidentified,The boat Caribou II sank,M,39,Survived,N,Unidentified
3606,1965-10-01,Unprovoked,BAHAMAS,New Providence Island,Sunbathing on beach when he saw child being attacked by the shark,M,32,Right arm & right leg bitten,N,"1.8 m [6'], 180-lb shark"
3607,1965-10-01,Unprovoked,BAHAMAS,New Providence Island,Playing in the water,F,0,FATAL,Y,"1.8 m [6'], 180-lb shark"
3608,1965-10-01,Unprovoked,NEW BRITAIN,West coast,"Spearfishing, shot a turtle",M,15,FATAL,Y,2 sharks involved
3609,1965-10-01,Unprovoked,PAPUA NEW GUINEA,New Britain,Wading,M,27,Toe severed,N,Unidentified
3610,1965-09-01,Provoked,PAPUA NEW GUINEA,Madang Province,Spearing fish,M,0,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",N,"""small shark"""
3611,1965-09-01,Provoked,PAPUA NEW GUINEA,East Sepik,Fishing (rod & line),M,0,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,N,0.9 m [3'] shark
3612,1965-09-01,Unprovoked,MEXICO,Veracruz,Unidentified,M,23,Leg & arm bitten,N,300-kg [662-lb] shark
3613,1965-08-01,Invalid,PHILIPPINES,Unidentified,"Arsinoe, a French tanker",M,0,"One man was lost, but he may have drowned",Unidentified,Shark involvement not confirmed
3614,1965-08-01,Unprovoked,USA,New Jersey,Swimming,M,15,Right thigh lacerated,N,Unidentified
3615,1965-07-01,Provoked,BAHAMAS,Bimini Islands,Attempting to anesthetize shark,M,0,Chest bitten PROVOKED INCIDENT,N,"Lemon shark, 0.5 m"
3616,1965-07-01,Unprovoked,MEXICO,Veracruz,Bathing,M,25,"FATAL, both legs severed ",Y,Unidentified
3617,1965-07-01,Boat,BERMUDA,Hamilton,Unidentified,Unidentified,0,"No injury to occupant, shark bit boat",N,Unidentified
3618,1965-06-01,Invalid,USA,Florida,Wading,M,6,Parallel lacerations on right calf. Thought to be a barracuda bite ,Unidentified,Questionable incident
3619,1965-06-01,Invalid,USA,Florida,"Diving, retrieving film package from Titan 3C rocket",M,0,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",Unidentified,Invalid
3620,1965-06-01,Unprovoked,MEXICO,Veracruz,Swimming,M,38,"Right forearm severed, right leg bitten and surgically amputated",N,Unidentified
3621,1965-06-01,Unprovoked,PAPUA NEW GUINEA,Near Bougainville (North Solomons),Spearfishing,M,0,Minor injury,N,Unidentified
3622,1965-06-01,Unprovoked,SOUTH PACIFIC OCEAN,Unidentified,Treading water,M,0,"FATAL, body not recovered",Y, 
3623,1965-05-01,Unprovoked,MEXICO,Veracruz,Swimming,M,0,"FATAL, left leg & right arm severed ",Y,Unidentified
3624,1965-05-01,Unprovoked,MEXICO,Veracruz,Swimming,M,0,"FATAL, left arm & right leg severed ",Y,Unidentified
3625,1965-05-01,Unprovoked,EGYPT,Unidentified,Standing,M,0,Leg bitten,N,Unidentified
3626,1965-05-01,Unprovoked,JAMAICA,Unidentified,Diving,M,0,Minor injury,N,Unidentified
3627,1965-05-01,Unprovoked,MEXICO,Veracruz,Swimming,M,35,"Right arm severed, right leg bitten, not known if he survived",N,Unidentified
3628,1965-04-01,Unprovoked,USA,Florida,Unidentified,M,49,"Thighs abraded, puncture wounds in dorsal surface of left hand",N,Bull shark
3629,1965-04-01,Invalid,USA,California,Surfing,M,19,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,Unidentified,Invalid
3630,1965-04-01,Unprovoked,USA,Florida,Spearfishing,M,28,Left hand severely lacerated,N,"White shark, 10' to 12' "
3631,1965-04-01,Unprovoked,PALAU,Western Caroline Islands,Walking on reef,M,8,Right leg bitten,N,"Tiger shark, tooth fragment recovered"
3632,1965-04-01,Unprovoked,USA,Florida,Paddling on surfboard,M,17,Left hand punctured & lacerated,N,Blacktip or spinner shark
3633,1965-03-01,Invalid,USA,Puerto Rico,Aircraft exploded,M,0,"All 16 onboard perished, recovery efforts hampered by sharks",Unidentified,Shark involvement prior to death was not confirmed
3634,1965-03-01,Unprovoked,USA,Florida,Free diving,M,16,Survived,N,Mako shark
3635,1965-02-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,25,"Abdomen, buttock, thigh, arm & hand bitten",N,"1.8 m [6'], 136-kg [300-lb] shark "
3636,1965-02-01,Unprovoked,USA,Massachusetts,Scuba diving,M,18,Punctures on left thigh,N,1.2 m [4'] shark
3637,1965-01-01,Invalid,USA,California,Motor boat Rebel Belle lost,M,21,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",Unidentified,Shark involvement prior to death was not confirmed
3638,1965-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Paddling rescue ski,M,22,"No injury, ski bitten",N,"White shark, 3.7 m [12'] "
3639,1965-01-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,20,Right thigh punctured,N,Unidentified
3640,1965-01-01,Unprovoked,AUSTRALIA,Victoria,Swimming,M,0,Thigh gashed,N,1.5 m [5'] shark
3641,1965-01-01,Unprovoked,NEW GUINEA,Central Province,Free diving,M,30,FATAL,Y,4.9 m [16'] whaler
3642,1900-01-01,Unprovoked,USA,Texas,Dangling feet in the water,M,13,Foot bitten,N,Unidentified
3643,1900-01-01,Provoked,USA,California,Surfing,M,0,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N,Unidentified
3644,1900-01-01,Provoked,USA,Florida,Collecting marine specimens,M,0,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N,"Nurse shark, 0.94 m to 1.2 m [3' to 4'] "
3645,1900-01-01,Unprovoked,RED SEA,East of the Gulf of Aqaba,Standing in waist-deep water,M,0,Leg bitten three times,N,Small shark with white-tipped dorsal fin
3646,1900-01-01,Unprovoked,EGYPT,Unidentified,"Spearfishing, but standing in the water",M,0,Ankle and thigh bitten; shark made three strikes,N,"1.5 m to 2.1 m [5' to 7'] shark, possibly a mako shark"
3647,1900-01-01,Unprovoked,VANUATU,Malampa Province,Unidentified,M,0,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,Y,Unidentified
3648,1900-01-01,Invalid,SOUTH AFRICA,Eastern Cape Province,Bather,Unidentified,0,No details,Unidentified,Questionable incident
3649,1964-12-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,19,"Hand, ankle & calf lacerated",N,Raggedtooth shark 
3650,1964-12-01,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Unidentified,M,0,Thigh severely lacerated,N,Unidentified
3651,1964-12-01,Boat,AUSTRALIA,New South Wales,Fishing,Unidentified,0,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",N,4.6 m [15'] shark
3652,1964-12-01,Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Canoe swamped, swimming back to canoe",M,28,Survived,N,2.1 m [7'] shark
3653,1964-12-01,Unprovoked,KENYA,Coast Province,Fishing with hand line tied to wrist & was pulled into the water,M,10,FATAL,Y,Unidentified
3654,1964-11-01,Unprovoked,AUSTRALIA,Victoria ,Free diving with seals,M,25,Left leg severed,N,"White shark, 2.4 m [8'] "
3655,1964-11-01,Unprovoked,AUSTRALIA,Queensland,Swimming out to rescue swimmers in difficulty,M,29,FATAL,Y,Unidentified
3656,1964-11-01,Provoked,AUSTRALIA,New South Wales,"Filming underwater, carrying powerhead",M,25,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",N,"White shark, 2.7 m [9'1""], 750-lb "
3657,1964-11-01,Boat,USA,Puerto Rico,Longline fishing,Unidentified,0,"No injury to occupant, shark bit propeller of outboard motor",N,Mako shark
3658,1964-10-01,Provoked,SOUTH AFRICA,KwaZulu-Natal,Surf fishing,M,0,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,N,Unidentified
3659,1964-10-01,Invalid,USA,Florida,Boat Miss Becky  sank 12 miles from shore,Unidentified,0,"No injury to occupants, drove sharks away with paddles",Unidentified,Invalid
3660,1964-10-01,Unprovoked,AUSTRALIA,Western Australia,"Surfing, but swimming to his board",M,19,Abrasions & 11 teethmarks on right lower leg,N,"Grey nurse shark, 1.8 m [6']"
3661,1964-09-01,Invalid,Unidentified,Unidentified,Spearfishing,M,24,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",Unidentified,Shark involvement prior to death was not confirmed
3662,1964-09-01,Unprovoked,TAIWAN,Northern Taiwan,Swimming,M,32,FATAL,Y,Unidentified
3663,1964-09-01,Unprovoked,TAIWAN,Northern Taiwan,Swimming,M,20,Right thigh &  elbow bitten,N,1.8 m [6'] shark
3664,1964-08-01,Unprovoked,USA,Florida,Swimming,M,14,Bruised & abraded ankle,N,Unidentified
3665,1964-08-01,Unprovoked,MEXICO,Guerrero,Floating on his back in an inner tube,M,19,Right thigh bitten,N,1.8 to 2.4 m [6' to 8'] shark
3666,1964-08-01,Invalid,USA,Florida,Spearfishing / free diving,M,18,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,Unidentified,Invalid
3667,1964-08-01,Unprovoked,USA,Florida,Swimming,M,0,"No injury,  bumped repeatedly",N,3' shark
3668,1964-08-01,Unprovoked,USA,Florida,Spearfishing using scuba,M,28,"No injury, shark hit scuba tank",N,Hammerhead shark
3669,1964-08-01,Unprovoked,JAPAN,Okayama Prefecture,Swimming,M,12,"Leg bitten, surgically amputated",N,Unidentified
3670,1964-08-01,Unprovoked,PANAMA,San Blas,Free diving / Spearfishingat edge of reef,M,21,Foot lacerated,N,Less than 1.2 m [4']
3671,1964-07-01,Provoked,USA,Puerto Rico,Unidentified,M,22,Arm lacerated by speared shark PROVOKED INCIDENT,N,Nurse shark
3672,1964-07-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Searching for remains of  Dr. Marais,M,30,"No injury, shark charged & impaled itself on spear",N,Zambesi shark
3673,1964-07-01,Invalid,USA,Connecticut,"Yacht Gooney Bird foundered, 4 survivors on raft",Unidentified,0,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",Unidentified,Invalid
3674,1964-07-01,Invalid,SOUTH AFRICA,KwaZulu-Natal,Spearfishing ,M,52,FATAL,Y,Unidentified
3675,1964-07-01,Provoked,USA,Florida,Tagging sharks,M,0,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N,white shark
3676,1964-07-01,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Standing / fishing,M,0,"FATAL, leg severed ",Y,Unidentified
3677,1964-07-01,Boat,PAPUA NEW GUINEA,New Ireland Province,canoeing,Unidentified,0,"No injury to occupant, canoe struck several times by shark ",N,Unidentified
3678,1964-06-01,Sea Disaster,BERMUDA,Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),Unidentified,0,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y,Unidentified
3679,1964-06-01,Invalid,USA,New York,Attempting to swim across the Atlantic Ocean,F,29,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",Unidentified,Shark involvement prior to death was not confirmed
3680,1964-06-01,Boat,USA,California,Fishing,Unidentified,0,"No injury to occupants, shark crashed through windshield of boat",N,2.1 m [7'] shark
3681,1964-06-01,Boat,PAPUA NEW GUINEA,New Britain,Fishing,M,0,"No injury to occupant, shark lifted canoe's outrigger",N,2.4 m [8'] shark
3682,1964-06-01,Unprovoked,FIJI,Lau Group,Spearfishing,M,23,Buttocks bitten,N,Unidentified
3683,1964-06-01,Invalid,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,40,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",Unidentified,Shark involvement prior to death was not confirmed
3684,1964-05-01,Unprovoked,PANAMA,Caribbean Coast,Standing,M,47,No injury,N,Lemon shark 
3685,1964-05-01,Unprovoked,FIJI,Vita Levu,Spearfishing,M,35,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,Tiger shark
3686,1964-05-01,Unprovoked,PANAMA,San Blas Islands,Skin diving,M,13,"FATAL, torso / abdomen severely bitten  ",Y,1.8 m [6'] shark
3687,1964-04-01,Unprovoked,PAPUA NEW GUINEA,Madang Province,Fishing,M,0,FATAL,Y,Unidentified
3688,1964-03-01,Unprovoked,AUSTRALIA,South Australia,Surfing,M,19,Left thigh lacerated,N,1.8 m [6'] shark
3689,1964-03-01,Sea Disaster,PAPUA NEW GUINEA,Central Province,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",M,32,Presumed FATAL,Y,Unidentified
3690,1964-03-01,Unprovoked,USA,Florida,Skin diving ,M,38,"Minor injury, abdomen abraded when he collided with the shark",N,1.7 m [5.5'] shark
3691,1964-03-01,Unprovoked,SENEGAL,Cap Vert Peninsula,Free diving for shell,M,0,Thigh & hand bitten,N,3 m shark
3692,1964-02-01,Provoked,FIJI,Unidentified,Fishing,Unidentified,0,Hooked shark bit boat PROVOKED INCIDENT,N,"Tiger shark, 3.5 m, 250-lb female"
3693,1964-02-01,Unprovoked,NEW CALEDONIA,Unidentified,Diving for trochus shell,M,15,"FATAL, foot & part of other leg severed  ",Y,Unidentified
3694,1964-02-01,Unprovoked,FIJI,Vanua Levu,Spearfishing,M,17,"FATAL, thigh and abdomen bitten ",Y,Unidentified
3695,1964-02-01,Unprovoked,NEW ZEALAND,North Island,preparing to go skin diving,M,0,Hand lacerated,N,Unidentified
3696,1964-02-01,Unprovoked,NEW ZEALAND,North Island,Spearfishing,M,26,"No injury to diver, shark bit speargun",N,"White shark, 3 m [10'] "
3697,1964-02-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,M,25,Right ankle lacerated,N,"White shark, 1.5 m [5'] k"
3698,1964-02-01,Unprovoked,NEW ZEALAND,North Island,Lying in 2 feet of water,M,0,Right leg & shoulder lacerated,N,"""sand shark"""
3699,1964-02-01,Unprovoked,NEW ZEALAND,South Island,Swimming,M,19,"FATAL, both legs bitten & right leg severed at knee ",Y,"White shark, 3 m to 3.7 m [10' to 12'] "
3700,1964-02-01,Invalid,AUSTRALIA,Queensland,Swimming,M,23,Body not recovered  / May have drowned prior to shark involvement,Unidentified,Shark involvement prior to death was not confirmed
3701,1964-02-01,Boat,NEW ZEALAND,South Island,Rowing,Unidentified,0,"No injury to occupants , shark nudged oars",N,1.8 m [6'] shark
3702,1964-02-01,Unprovoked,USA,Florida,Floating,M,12,No injury,N,Hammerhead shark
3703,1964-02-01,Unprovoked,COSTA RICA,Puntarenas Province,Swimming,M,0,"FATAL, right arm & left thigh bitten ",Y,Unidentified
3704,1964-01-01,Unprovoked,FIJI,Unidentified,Spearfishing,Unidentified,0,FATAL,Y,Unidentified
3705,1964-01-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,39,Heel & ankle bitten,N,Unidentified
3706,1964-01-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Standing,M,17,Heel bitten,N,Unidentified
3707,1964-01-01,Boat,SOUTH AFRICA,Western Cape Province,Shark watching,Unidentified,0,"No injury to occupants, shark holed  boat",N,"White shark, 3.6 m [11'9""] "
3708,1964-01-01,Unprovoked,AUSTRALIA,Western Australia,Freediving,M,0,Arm lacerated,N,Wobbegong
3709,1964-01-01,Unprovoked,USA,California,Spearfishing / Scuba diving (at surface),M,21,Leg & thigh bitten,N,White shark (tooth fragment recovered)
3710,1964-01-01,Unprovoked,PAPUA NEW GUINEA,New Britain,Fishing,M,0,FATAL,Y,Tiger shark
3711,1964-01-01,Unprovoked,FIJI,"Lomaloma, Lau",Swimming,F,20,Deep lacerations to her right thigh,N,Unidentified
3712,1964-01-01,Unprovoked,AUSTRALIA,Western Australia,Unidentified,Unidentified,0,Unidentified,Unidentified,Unidentified
3713,1964-01-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Diving for sinkers,M,0,Lacerations and puncture wounds in right arm ,N,2.1 m to 2.4 m  [7' to 8'] shark
3714,1964-01-01,Invalid,NEW ZEALAND,North Island,Snorkeling,M,0,No injury,Unidentified,Invalid
3715,1963-12-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Standing,F,20,"Right hand & foot severed, thigh & buttock lacerated",N,"Zambesi shark, 1.8 m [6'] "
3716,1963-12-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,M,24,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,1.8 m [6']  shark
3717,1963-12-01,Unprovoked,AUSTRALIA,Queensland,Sitting on gunwale of boat,M,0,"No injury, shark's tail struck his armpit",N,"4.3 m [14'], 1000-lb shark"
3718,1963-12-01,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,18,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y,Unidentified
3719,1963-12-01,Invalid,ATLANTIC OCEAN,Between Southampton & Canary Islands,"Greek steamship Lakonia caught fire, 98 of her 646 passengers, and 30 of her crew of 376 perished",F,0,"One woman reported to have suffered fish bites, but cause of her death was exposure & drowning""",Unidentified,Invalid
3720,1963-12-01,Provoked,SOUTH AFRICA,KwaZulu-Natal,Helping friend land hooked shark,M,13,Foot lacerated  PROVOKED INCIDENT,N,"Dusky shark, 1 m "
3721,1963-12-01,Provoked,AUSTRALIA,New South Wales,Fishing,M,0,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N,"Wobbegong shark, 3' "
3722,1963-12-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,M,0,Foot lacerated,N,"White shark, 1.7 m [5.5']"
3723,1963-12-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Splashing in surf,M,15,"FATAL, arm severed, leg bitten",Y,300- to 400-lb Zambesi shark
3724,1963-12-01,Unprovoked,AUSTRALIA,South Australia,Spearfishing,M,23,Torso & hand lacerated,N,White shark
3725,1963-12-01,Unprovoked,NEW BRITAIN,"South Coast, East New Britain",Spearfishing,M,22,"FATAL, leg severely bitten",Y,Tiger shark
3726,1963-11-01,Unprovoked,NEW ZEALAND,South Island,Treading water while alongside capsized yacht,M,20,Hand & lower leg severely injured,N,Possibly a broadnose 7-gill shark
3727,1963-11-01,Provoked,PAPUA NEW GUINEA,Gulf Province,Fishing / standing in waist deep water,F,18,Left arm lacerated  PROVOKED INCIDENT,N,Tiger shark
3728,1963-11-01,Unprovoked,FIJI, Lau Province,Fishing,F,21,Elbow bitten,N,>1.2 m [4'] tiger shark
3729,1963-11-01,Unprovoked,FIJI,Vita Levu,Spearing fish,M,25,Ankle & foot bitten,N,Unidentified
3730,1963-11-01,Unprovoked,ITALY,Sicily,Spearfishing,M,28,No injury,N,Unidentified
3731,1963-11-01,Provoked,AUSTRALIA,Queensland,Catching sharks under government contract,M,0,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N,"White shark, 15'2"" "
3732,1963-11-01,Provoked,USA,Florida,Testing anti-shark cage,M,0,No injury PROVOKED INCIDENT,N,"Silky shark, 1.9 m [6.5']"
3733,1963-11-01,Unprovoked,PAPUA NEW GUINEA,New Britain,Wading,M,0,Thigh lacerated ,N,6' shark
3734,1963-11-01,Unprovoked,PALAU,Western Caroline Islands,Fishing,M,35,Left calf lacerated,N,Dooley believed his Injury was caused by stingray (Dasyatidae family)
3735,1963-10-01,Unprovoked,USA,Florida,"Surf fishing, wading ",M,28,"Right thigh &  foot bruised, right calf  lacerated",N,500-lb shark
3736,1963-10-01,Provoked,NORTH PACIFIC OCEAN,Unidentified,Fishing for sharks,M,20,"Right hand lacerated, PROVOKED INCIDENT",N,Unidentified
3737,1963-09-01,Unprovoked,CHILE,Unidentified,Spearfishing / free diving,M,0,FATAL,Y,"White shark, 4 m [13'] rk"
3738,1963-09-01,Invalid,USA,Florida,"Commercial fishing vessel, Ev-nn, struck object & sank. Ken Crosby and  Jame & Ann Dumas adrift on makeshift raft.",Unidentified,25,Numerous dusky sharks & a 3 m to 4.6 m [10' to 15']  tiger sharks tried to overturn raft and one took Mrs. Dumas' body; scavenging by shark/s,Unidentified,Invalid
3739,1963-09-01,Unprovoked,SOLOMON ISLANDS,Ysabel Island,Spearing fish,M,30,"FATAL, right thigh, calf & foot bitten ",Y,5.5 m [18'] shark
3740,1963-09-01,Provoked,AUSTRALIA,New South Wales,Surfing,M,18,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N,1.5 m [5'] shark
3741,1963-09-01,Provoked,USA,Florida,"Spearfishing, pulled shark�s tail",M,16,Minor injury to left forearm  PROVOKED INCIDENT,N,"Nurse shark, 1.2 m [4'] "
3742,1963-08-01,Unprovoked,DOMINICAN REPUBLIC,Santo Domingo,"Swimming, when caught in heavy seas",M,0,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y,8 sharks
3743,1963-07-01,Unprovoked,FEDERATED STATES OF MICRONESIA,Eastern Caroline Islands,Spearfishing,M,26,Upper left arm bitten,N,Tiger shark
3744,1963-07-01,Unprovoked,USA,Florida,Bathing,M,14,"Left forearm bitten, surgically amputated?",N,Unidentified
3745,1963-07-01,Provoked,USA,Mississippi,"Fishing, on charter boat Silver Dollar",M,24,"Cuts on right hand, PROVOKED INCIDENT",N,1.2 m [4'] shark
3746,1963-07-01,Sea Disaster,JAMAICA,Unidentified,63' fishing boat Sno' Bay foundered,Unidentified,0,No survivors & a body sighted could not be recovered because of sharks,Y,Unidentified
3747,1963-07-01,Unprovoked,PANAMA,San Blas coast,"Seining for bait, standing in chest-deep water",M,0,"FATAL, foot nearly severed ",Y,Unidentified
3748,1963-06-01,Unprovoked,GREECE,Thessaly,Swimming,F,42,FATAL,Y,"White shark, 3 m "
3749,1963-06-01,Provoked,PAPUA NEW GUINEA,Central Province,Fishing,M,30,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,1.8 m [6'] shark
3750,1963-05-01,Invalid,USA,California,Swimming,M,0,3 lacerations below right knee,Unidentified,Shark involvement not confirmed
3751,1963-05-01,Sea Disaster,PHILIPPINES,Luzon Island,"Boat, with 42 passengers onboard, capsized in rough seas",Unidentified,0,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y,Unidentified
3752,1963-04-01,Provoked,AUSTRALIA,New South Wales,Fishing,M,0,Foot lacerated by netted shark PROVOKED INCIDENT,N,Grey nurse shark
3753,1963-04-01,Unprovoked,USA,US Virgin Islands,Swimming,M,25,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis"
3754,1963-04-01,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,15,Buttock bitten,N,Unidentified
3755,1963-04-01,Unprovoked,AUSTRALIA,Western Australia,"Surfing on ""chest board"" (boogie board?)",M,25,Arm bitten,N,1.8 m to 2.4 m  [6' to 8'] shark
3756,1963-04-01,Unprovoked,USA,Hawaii,Surfing ,M,15,Left foot & leg bitten,N,3.7 to 4.5 m [12' to 15'] shark seen in vicinity
3757,1963-04-01,Invalid,USA,Hawaii,Washed into sea while picking opihi,M,0,"May have drowned prior to shark involvement, partial remains recovered",Unidentified,Shark involvement prior to death was not confirmed
3758,1963-03-01,Sea Disaster,SOLOMON ISLANDS,Bougainville (North Solomons),The 500-ton coastal trader Polurrian foundered ,M,0,FATAL,Y,Unidentified
3759,1963-02-01,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Swimming,M,0,Right shoulder bitten,N,Unidentified
3760,1963-02-01,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,M,18,Left leg lacerated,N,"Bronze whaler shark, 3 m [10'] "
3761,1963-02-01,Unprovoked,FIJI,Lomaiviti  Island Group,Spearfishing,M,28,Left arm bitten,N,"White shark, 2.1 m [7'] "
3762,1963-02-01,Unprovoked,MAURITIUS,Rodrigues,Unidentified,M,24,Laceration to right forearm,N,Unidentified
3763,1963-02-01,Invalid,USA,Florida,"S.S. Marine Sulphur Queen, laden with molten sulphur was bound from Beaumont, Texas for Norfolk, VA, when she disappeared with 39 on board",M,0,Two shark-bitten lifejackets were recovered leading to speculation that sharks took at least 2 of the 39 missing crewmen,Unidentified,Shark involvement prior to death was not confirmed
3764,1963-01-01,Unprovoked,FIJI,Unidentified,Freediving,M,41,Hand & arm severely lacerated,N,Unidentified
3765,1963-01-01,Unprovoked,AUSTRALIA,New South Wales,Wading,F,32,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,"Tooth fragments of �whaler� shark were recovered, a bull shark, according to Edwards"
3766,1963-01-01,Invalid,AUSTRALIA,New South Wales,Swimming,M,25,"9' shark in area when he disappeared, body not recovered",Unidentified,Shark involvement prior to death was not confirmed
3767,1963-01-01,Boat,SOUTH AFRICA,Western Cape Province,Fishing ,Unidentified,0,"No injury to occupant, shark leapt inside boat",N,193-lb shark
3768,1963-01-01,Provoked,NEW ZEALAND,North Island,Fishing,Unidentified,14,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N,"Grey nurse shark, 1.8 m [6'] "
