,Year,Month,Activity,Type,Fatal
3268,1974,Apr,Spearfishing,Unprovoked,0
3269,1974,Apr,Standing,Unprovoked,0
3270,1974,Apr,Swimming,Unprovoked,0
3271,1974,Apr,Surfing,Unprovoked,0
3272,1974,Mar,Surfing,Unprovoked,0
3273,1974,Mar,Fishing for kob,Unprovoked,0
3274,1974,Feb,Swimming,Unprovoked,0
3275,1974,Feb,Swimming,Unprovoked,0
3276,1974,Feb,Fishing for red fish,Unprovoked,0
3277,1974,Feb,Fishing for kob,Unprovoked,0
3278,1974,Jan,Sitting,Unprovoked,0
3279,1974,Jan,Diving for abalone,Unprovoked,1
3280,1974,Jan,Swimming,Unprovoked,0
3281,1974,Jan,Swimming,Unprovoked,1
3282,1974,Jan,Swimming,Unprovoked,1
3283,1974,Summer,Spearfishing,Unprovoked,0
3285,1973,Dec,Spearfishing,Unprovoked,0
3286,1973,Dec,Swimming ,Unprovoked,1
3287,1973,Dec,Swimming,Unprovoked,1
3288,1973,Dec,Swimming,Unprovoked,0
3289,1973,Dec,Swimming alongside yacht Mexico Fiesta,Unprovoked,1
3291,1973,Nov,Surfing,Unprovoked,0
3293,1973,Sep,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,Unprovoked,1
3294,1973,Sep,"Free diving, Spearfishing",Unprovoked,0
3295,1973,Sep,Freedom Swimming,Unprovoked,1
3296,1973,Sep,"Free diving, Spearfishing",Unprovoked,1
3299,1973,Aug,Surfing,Unprovoked,0
3300,1973,Aug,Crabbing (spearing crabs),Unprovoked,0
3301,1973,Jun,Freedom Swimming,Unprovoked,0
3302,1973,Apr,Wading,Unprovoked,1
3304,1973,Mar,Spearfishing,Unprovoked,1
3305,1973,Mar,Spearfishing,Unprovoked,0
3306,1973,Feb,Swimming,Unprovoked,1
3307,1973,Jan,Fishing from paddleski,Provoked,0
3308,1973,Jan,Surfing,Unprovoked,0
3309,1973,Unknown,Scuba diving (submerged),Unprovoked,0
3310,1973,Unknown,Scuba diving & U/W photography,Unprovoked,0
3311,1973,Unknown,Surfing,Unprovoked,0
3312,1972,Dec,Treading water,Unprovoked,0
3313,1972,Dec,Swimming,Unprovoked,0
3314,1972,Dec,Body surfing,Unprovoked,1
3315,1972,Dec,Swimming,Unprovoked,0
3318,1972,Dec,Spearfishing,Unprovoked,1
3319,1972,Oct,Spearfishing,Unprovoked,0
3320,1972,Oct,Surfing,Unprovoked,0
3321,1972,Oct,Scuba diving,Unprovoked,1
3322,1972,Oct,Surfing,Unprovoked,0
3323,1972,Oct,Swimming,Unprovoked,0
3324,1972,Sep,Surfing,Unprovoked,0
3326,1972,Aug,Surfing,Unprovoked,0
3327,1972,Aug,Spearfishing,Unprovoked,0
3328,1972,Aug,Diving for abalone,Unprovoked,0
3332,1972,Jun,Surfing,Unprovoked,0
3333,1972,May,Free diving for abalone,Unprovoked,0
3334,1972,May,Spearfishing,Unprovoked,0
3335,1972,Apr,Swimming,Unprovoked,1
3337,1972,Apr,Swimming,Unprovoked,1
3338,1972,Mar,Fishing,Provoked,0
3339,1972,Mar,Spearfishing,Unprovoked,0
3340,1972,Feb,Surfing,Unprovoked,0
3342,1972,Jan,Swimming,Unprovoked,1
3343,1971,Jan,Sitting in shallows,Unprovoked,0
3344,1971,Jan,Standing,Unprovoked,0
3345,1972,Unknown,Swimming,Unprovoked,0
3346,1972,Unknown,"Free diving, collecting shells",Unprovoked,0
3348,1971,Dec,Swimming,Unprovoked,0
3350,1971,Nov,Freedom Swimming,Unprovoked,0
3352,1971,Oct,Surfing,Unprovoked,0
3353,1971,Oct,Swimming,Unprovoked,0
3354,1971,Oct,Scuba diving,Unprovoked,0
3355,1971,Sep,Surfing,Unprovoked,0
3356,1971,Sep,Swimming,Unprovoked,1
3357,1971,Sep,Fishing,Unprovoked,1
3358,1971,Aug,Scuba diving & feeding fish,Provoked,0
3359,1971,Jul,Wading,Unprovoked,0
3360,1971,Jul,Hookah diving (submerged),Unprovoked,0
3361,1971,Jun,Surfing,Unprovoked,0
3362,1971,Jun,Scuba diving,Unprovoked,0
3363,1971,Apr,Swimming,Unprovoked,0
3364,1971,Apr,Swimming,Unprovoked,1
3365,1971,Apr,Surfing,Unprovoked,1
3368,1971,Apr,Wreck of the 1689-ton Portuguese  coaster Angoche,Unprovoked,1
3369,1971,Mar,Surfing,Unprovoked,0
3370,1971,Jan,Swimming,Unprovoked,0
3371,1971,Unknown,Surfing,Unprovoked,0
3374,1970,Dec,Fishing for prawns,Unprovoked,1
3375,1970,Dec,Fishing for prawns,Unprovoked,1
3376,1970,Dec,Fishing,Unprovoked,0
3377,1970,Dec,Shipwreck,Unprovoked,0
3379,1970,Oct,Body surfing,Unprovoked,0
3380,1970,Oct,Surfing,Unprovoked,0
3381,1970,Sep,Diving,Unprovoked,0
3382,1970,Sep,Spearfishing,Provoked,0
3383,1970,Sep,Floating on a raft,Unprovoked,0
3385,1970,Sep,Swimming,Unprovoked,0
3386,1970,Sep,Scuba diving,Unprovoked,0
3389,1970,Jun,Fishing,Provoked,0
3390,1970,Jun,Scuba Diving,Provoked,0
3391,1970,Jun,Wading,Unprovoked,1
3392,1970,Jun,Wading,Unprovoked,1
3393,1970,Jun,Motor launch Baby Princesa capsized with 22 people on board,Unprovoked,1
3394,1970,Apr,Swimming,Unprovoked,1
3395,1970,Apr,Freediving,Provoked,0
3396,1970,Apr,Swimming,Unprovoked,UNKNOWN
3398,1970,Mar,Wading,Unprovoked,0
3399,1970,Feb,Wading,Unprovoked,0
3400,1970,Jan,Swimming,Unprovoked,0
3401,1970,Jan,Swimming,Unprovoked,0
3402,1970,Jan,Swimming,Unprovoked,0
3403,1970,Jan,Swimming,Unprovoked,0
3404,1970,Jan,Air disaster,Unprovoked,1
3405,1970,Jan,Swimming,Unprovoked,0
3406,1970,Jan,Attempted to return injured shark to the sea,Unprovoked,0
3407,1970,Jan,Freediving,Unprovoked,0
3408,1970,Unknown,Spearfishing / freediving,Unprovoked,0
3409,1970,Late,Spearfishing,Unprovoked,0
3410,1970,Ca.,Fishing on a boat,Unprovoked,0
3411,1970,Unknown,Spearfishing,Unprovoked,UNKNOWN
3412,1970,Unknown,Washing cooking pans,Unprovoked,0
3413,1970,Unknown,Washing clothes on stairs,Unprovoked,0
3414,1970,Unknown,Swimming,Unprovoked,1
3415,1970,Unknown,"Fishing, trying to catch the end of his fishing line",Unprovoked,0
3416,1969,Nov,Swimming,Unprovoked,0
3417,1969,Nov,Scuba diving for lobsters,Unprovoked,0
3419,1969,Oct,Diving,Unprovoked,0
3420,1969,Sep,Free diving for abalone,Unprovoked,0
3421,1969,Aug,Floating on his back,Unprovoked,0
3422,1969,Aug,Fishing,Provoked,0
3423,1969,Aug,Surfing,Unprovoked,0
3424,1969,Aug,Body surfing,Unprovoked,0
3428,1969,Jul,Freediving for abalone (at surface),Unprovoked,0
3429,1969,Jun,Wading,Unprovoked,UNKNOWN
3430,1969,Jun,Diving,Unprovoked,0
3431,1969,Jun,Wading,Unprovoked,0
3432,1969,May,Surf-fishing,Provoked,0
3433,1969,May,Diving,Provoked,0
3434,1969,May,Surfing,Unprovoked,UNKNOWN
3437,1969,Aug,Fishing,Provoked,0
3439,1969,Mar,Surfing,Unprovoked,0
3440,1969,Feb,Fishing,Provoked,0
3442,1969,Jan,Freediving,Unprovoked,0
3444,1969,Winter,Sight-seeing,Provoked,0
3446,1968,Dec,Feeding mullet to sharks,Provoked,0
3447,1968,Dec,Surfing,Unprovoked,0
3449,1968,Dec,Spearfishing,Unprovoked,0
3451,1968,Nov,Fishing,Unprovoked,0
3455,1968,Oct,Spearfishing using Scuba,Unprovoked,0
3456,1968,Oct,Sinking of the ferryboat Dumaguete ,Unprovoked,0
3458,1968,Sep,Spearfishing,Unprovoked,1
3459,1968,Aug,Playing with a frisbee in the shallows,Unprovoked,0
3460,1968,Aug,Standing,Unprovoked,0
3461,1968,Aug,Swimming,Unprovoked,0
3462,1968,Aug,Leaving the water,Unprovoked,0
3463,1968,Aug,Dynamite fishing,Unprovoked,0
3464,1968,Jul,Free diving,Unprovoked,0
3465,1968,Jul,Wading,Unprovoked,0
3466,1968,Jul,Spearfishing using Scuba,Unprovoked,0
3467,1968,Jul,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,Unprovoked,1
3469,1968,Jun,Spearfishing,Unprovoked,0
3470,1968,Jun,Clamming,Unprovoked,0
3473,1968,May,Standing,Unprovoked,0
3476,1968,Apr,"Diving. Shark swallowed his hand, so he threw his other around the shark and went shark-back riding for 30 yards until the shark opened its jaws",Unprovoked,0
3477,1968,Apr,Swimming,Unprovoked,1
3479,1968,Mar,Wading & pushing dinghy toward  the shallows,Unprovoked,0
3480,1968,Mar,Surfing,Unprovoked,0
3482,1968,Feb,Surfing,Unprovoked,0
3483,1968,Feb,Swimming,Unprovoked,0
3484,1968,Feb,Picking up shark by the tail,Provoked,0
3485,1968,Feb,Spearfishing,Unprovoked,0
3487,1968,Feb,Diving,Unprovoked,0
3488,1968,Jan,Swimming,Unprovoked,1
3489,1968,Unknown,Swimming after his canoe capsized,Unprovoked,1
3492,1967,Dec,Surfing,Unprovoked,0
3495,1967,Dec,Swimming,Unprovoked,1
3497,1967,Nov,Freediving,Provoked,0
3499,1967,Nov,Freediving,Provoked,0
3500,1967,Nov,Sinking of the M/V Mindoro during a typhoon,Unprovoked,1
3502,1967,Oct,Swimming,Unprovoked,1
3503,1967,Oct,Standing on sandbar,Unprovoked,0
3504,1967,Oct,Swimming,Unprovoked,0
3507,1967,Sep,Diving,Provoked,UNKNOWN
3508,1967,Sep,Spearfishing,Unprovoked,0
3509,1967,Sep,Spearfishing,Unprovoked,1
3510,1967,Sep,Spearfishing,Unprovoked,1
3511,1967,Aug,Pulling shark from the water,Provoked,0
3513,1967,Aug,Spearfishing on Scuba,Unprovoked,0
3514,1967,Aug,"Spearfishing, dived to pick up a float line",Unprovoked,1
3515,1967,Aug,Floating,Unprovoked,0
3518,1967,Aug,Spearfishing,Unprovoked,0
3519,1967,Aug,Photographing sharks underwater using Scuba,Unprovoked,0
3520,1967,Aug,Beach seine netting,Unprovoked,0
3521,1967,Jul,Snorkeling,Unprovoked,0
3522,1967,Jul,Spearfishing,Unprovoked,1
3524,1967,Jun,Spearfishing,Provoked,0
3525,1967,Jun,Fishing boat,Provoked,0
3527,1967,May,Feeding a shark,Provoked,0
3528,1967,Apr,Fishing,Provoked,0
3529,1967,Mar,Freediving,Provoked,0
3530,1967,Mar,Spearfishing,Unprovoked,0
3531,1967,Mar,Spearfishing,Provoked,0
3533,1967,Mar,Lifesaving drill,Unprovoked,1
3535,1967,Feb,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,Unprovoked,1
3536,1967,Jan,Fishing for rock lobster,Unprovoked,0
3537,1967,Jan,Spearfishing Competition,Provoked,0
3538,1967,Jan,Swimming in the channel,Unprovoked,0
3539,1967,Jan,Splashing,Provoked,0
3540,1966,Dec,Fishing,Unprovoked,0
3541,1966,Dec,Spearfishing,Provoked,0
3542,1966,Dec,Spearfishing,Unprovoked,0
3543,1966,Dec,Wading,Unprovoked,0
3544,1966,Dec,Spearfishing,Unprovoked,0
3546,1966,Nov,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,Unprovoked,1
3547,1966,Oct,Swimming,Unprovoked,1
3548,1966,Oct,Bathing,Unprovoked,1
3549,1966,Sep,"Free diving, carrying speargun",Unprovoked,0
3550,1966,Sep,Fishing,Provoked,0
3552,1966,Sep,Spearfishing,Provoked,UNKNOWN
3553,1966,Sep,Spearfishing,Unprovoked,0
3554,1966,Sep,Hunting crayfish ,Provoked,0
3558,1966,Aug,Snorkeling,Unprovoked,0
3559,1966,Aug,Swimming,Unprovoked,1
3560,1966,Aug,Diving into water,Unprovoked,1
3561,1966,Aug,Swimming,Unprovoked,1
3562,1966,Aug,Lobster diving using Scuba,Unprovoked,0
3563,1966,Aug,Attacked shark with fists,Unprovoked,0
3565,1966,Aug,Wading,Unprovoked,0
3566,1966,Jul,Diving for sand dollars,Unprovoked,0
3567,1966,Jul,Killing a shark,Provoked,0
3568,1966,Jul,Fishing,Unprovoked,0
3569,1966,Jul,Swimming,Unprovoked,1
3570,1966,Jul,Swimming,Unprovoked,1
3573,1966,Jun,Clamming,Provoked,0
3574,1966,Jun,Fishing,Provoked,0
3575,1966,Jun,Swimming,Unprovoked,0
3576,1966,Jun,Fishing,Provoked,0
3577,1966,May,Sinking of the dredge World Atlas,Unprovoked,1
3578,1966,May,Fishing,Unprovoked,0
3579,1966,May,Shipwreck,Unprovoked,1
3581,1966,May,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,Unprovoked,1
3582,1966,Apr,Swimming,Unprovoked,0
3583,1966,Apr,Overturned skiff,Unprovoked,0
3584,1966,Mar,Fishing (big game),Provoked,0
3585,1966,Mar,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",Unprovoked,1
3586,1966,Feb,Treading water,Unprovoked,0
3587,1966,Jan,Helping men land a shark,Provoked,0
3588,1966,Jan,wreck of the State Oil Company ship Permina,Unprovoked,1
3589,1966,Jan,Free diving / spearfishing (resting on the surface),Unprovoked,0
3590,1966,Jan,Spearfishing,Unprovoked,0
3591,1966,Jan,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,Unprovoked,1
3592,1966,Jan,Standing,Unprovoked,0
3593,1966,Jan,Jumped into the water,Unprovoked,0
3594,1966,Jan,Body surfing,Unprovoked,0
3595,1966,Jan,Body surfing ,Unprovoked,1
3596,1966,Jan,Swimming,Unprovoked,0
3598,1965,Dec,"Spearfishing, but standing in knee-deep water",Unprovoked,0
3599,1965,Dec,Freediving,Unprovoked,0
3600,1965,Dec,Fishing,Unprovoked,0
3601,1965,Nov,Fishing from 34' boat when pulled overboard by hooked shark,Provoked,1
3602,1965,Nov,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",Unprovoked,0
3604,1965,Nov,Surfing,Unprovoked,0
3605,1965,Oct,The boat Caribou II sank,Unprovoked,0
3606,1965,Oct,Sunbathing on beach when he saw child being attacked by the shark,Unprovoked,0
3607,1965,Oct,Playing in the water,Unprovoked,1
3608,1965,Oct,"Spearfishing, shot a turtle",Unprovoked,1
3609,1965,Oct,Wading,Unprovoked,0
3610,1965,Sep,Spearing fish,Provoked,0
3611,1965,Sep,Fishing (rod & line),Provoked,0
3614,1965,Aug,Swimming,Unprovoked,0
3615,1964,Jul,Attempting to anesthetize shark,Provoked,0
3616,1965,Jul,Bathing,Unprovoked,1
3620,1965,Jun,Swimming,Unprovoked,0
3621,1965,Jun,Spearfishing,Unprovoked,0
3622,1965,Jun,Treading water,Unprovoked,1
3623,1965,May,Swimming,Unprovoked,1
3624,1965,May,Swimming,Unprovoked,1
3625,1965,Jun,Standing,Unprovoked,0
3626,1965,May,Diving,Unprovoked,0
3627,1965,May,Swimming,Unprovoked,0
3630,1965,Apr,Spearfishing,Unprovoked,0
3631,1965,Apr,Walking on reef,Unprovoked,0
3632,1965,Apr,Paddling on surfboard,Unprovoked,0
3634,1965,Mar,Free diving,Unprovoked,0
3635,1965,Feb,Treading water,Unprovoked,0
3636,1965,Feb,Scuba diving,Unprovoked,0
3638,1965,Jan,Paddling rescue ski,Unprovoked,0
3639,1965,Jan,Body surfing,Unprovoked,0
3640,1965,Jan,Swimming,Unprovoked,0
3641,1965,Jan,Free diving,Unprovoked,1
3642,1965,Summer,Dangling feet in the water,Unprovoked,0
3643,1965,Unknown,Surfing,Provoked,0
3644,1965,Early,Collecting marine specimens,Provoked,0
3645,1965,Jun,Standing in waist-deep water,Unprovoked,0
3646,1965,Jun,"Spearfishing, but standing in the water",Unprovoked,0
3649,1964,Dec,Swimming,Unprovoked,0
3651,1964,Dec,Fishing,Unprovoked,0
3652,1964,Dec,"Canoe swamped, swimming back to canoe",Unprovoked,0
3653,1964,Dec,Fishing with hand line tied to wrist & was pulled into the water,Unprovoked,1
3654,1964,Nov,Free diving with seals,Unprovoked,0
3655,1964,Nov,Swimming out to rescue swimmers in difficulty,Unprovoked,1
3656,1964,Nov,"Filming underwater, carrying powerhead",Provoked,0
3657,1964,Nov,Longline fishing,Unprovoked,0
3658,1964,Oct,Surf fishing,Provoked,0
3660,1964,Oct,"Surfing, but swimming to his board",Unprovoked,0
3662,1964,Sep,Swimming,Unprovoked,1
3663,1964,Sep,Swimming,Unprovoked,0
3664,1964,Aug,Swimming,Unprovoked,0
3665,1964,Aug,Floating on his back in an inner tube,Unprovoked,0
3667,1964,Aug,Swimming,Unprovoked,0
3668,1964,Aug,Spearfishing using scuba,Unprovoked,0
3669,1964,Aug,Swimming,Unprovoked,0
3670,1964,Aug,Free diving / Spearfishingat edge of reef,Unprovoked,0
3672,1964,Jul,Searching for remains of  Dr. Marais,Unprovoked,0
3674,1964,Jul,Spearfishing ,Invalid,1
3675,1964,Jul,Tagging sharks,Provoked,0
3676,1964,Jul,Standing / fishing,Unprovoked,1
3677,1964,Jul,canoeing,Unprovoked,0
3678,1964,Jun,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),Unprovoked,1
3680,1964,Jun,Fishing,Unprovoked,0
3681,1964,Jun,Fishing,Unprovoked,0
3682,1964,Jun,Spearfishing,Unprovoked,0
3684,1964,May,Standing,Unprovoked,0
3685,1964,May,Spearfishing,Unprovoked,1
3686,1964,May,Skin diving,Unprovoked,1
3687,1964,Apr,Fishing,Unprovoked,1
3688,1964,Mar,Surfing,Unprovoked,0
3689,1964,Mar,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",Unprovoked,1
3690,1964,Mar,Skin diving ,Unprovoked,0
3691,1964,Mar,Free diving for shell,Unprovoked,0
3692,1964,Feb,Fishing,Provoked,0
3693,1964,Feb,Diving for trochus shell,Unprovoked,1
3694,1964,Feb,Spearfishing,Unprovoked,1
3695,1964,Feb,preparing to go skin diving,Unprovoked,0
3696,1964,Feb,Spearfishing,Unprovoked,0
3697,1954,Feb,Body boarding,Unprovoked,0
3698,1964,Feb,Lying in 2 feet of water,Unprovoked,0
3699,1964,Feb,Swimming,Unprovoked,1
3701,1964,Feb,Rowing,Unprovoked,0
3702,1964,Feb,Floating,Unprovoked,0
3703,1964,Feb,Swimming,Unprovoked,1
3704,1964,Jan,Spearfishing,Unprovoked,1
3705,1964,Jan,Body surfing,Unprovoked,0
3706,1964,Jan,Standing,Unprovoked,0
3707,1964,Jan,Shark watching,Unprovoked,0
3708,1964,Jan,Freediving,Unprovoked,0
3709,1964,Jan,Spearfishing / Scuba diving (at surface),Unprovoked,0
3710,1964,Jan,Fishing,Unprovoked,1
3711,1964,Jan,Swimming,Unprovoked,0
3713,1964,Jan,Diving for sinkers,Unprovoked,0
3715,1963,Dec,Standing,Unprovoked,0
3716,1963,Dec,Swimming ,Unprovoked,0
3717,1963,Dec,Sitting on gunwale of boat,Unprovoked,0
3718,1963,Dec,Swimming,Unprovoked,1
3720,1963,Dec,Helping friend land hooked shark,Provoked,0
3721,1963,Dec,Fishing,Provoked,0
3722,1963,Dec,Spearfishing,Unprovoked,0
3723,1963,Dec,Splashing in surf,Unprovoked,1
3724,1963,Dec,Spearfishing,Unprovoked,0
3725,1963,Dec,Spearfishing,Unprovoked,1
3726,,1963,Treading water while alongside capsized yacht,Unprovoked,0
3727,1963,Nov,Fishing / standing in waist deep water,Provoked,0
3728,1963,Nov,Fishing,Unprovoked,0
3729,1963,Nov,Spearing fish,Unprovoked,0
3730,1963,Nov,Spearfishing,Unprovoked,0
3731,1963,Nov,Catching sharks under government contract,Provoked,0
3732,1963,Nov,Testing anti-shark cage,Provoked,0
3733,1963,Nov,Wading,Unprovoked,0
3734,1963,Nov,Fishing,Unprovoked,0
3735,1963,Oct,"Surf fishing, wading ",Unprovoked,0
3736,1963,Oct,Fishing for sharks,Provoked,0
3737,1963,Sep,Spearfishing / free diving,Unprovoked,1
3739,1963,Sep,Spearing fish,Unprovoked,1
3740,1963,Sep,Surfing,Provoked,0
3741,1963,Sep,"Spearfishing, pulled sharks tail",Provoked,0
3742,1963,Aug,"Swimming, when caught in heavy seas",Unprovoked,1
3743,1963,Jul,Spearfishing,Unprovoked,0
3744,1963,Jul,Bathing,Unprovoked,0
3745,1963,Jul,"Fishing, on charter boat Silver Dollar",Provoked,0
3746,1963,Jul,63' fishing boat Sno' Bay foundered,Unprovoked,1
3747,1963,Jul,"Seining for bait, standing in chest-deep water",Unprovoked,1
3748,1963,Jun,Swimming,Unprovoked,1
3749,1963,Jun,Fishing,Provoked,0
3751,1963,May,"Boat, with 42 passengers onboard, capsized in rough seas",Unprovoked,1
3752,1963,Apr,Fishing,Provoked,0
3753,1963,Apr,Swimming,Unprovoked,1
3754,1963,Apr,Swimming,Unprovoked,0
3755,1963,Apr,"Surfing on ""chest board"" (boogie board?)",Unprovoked,0
3756,1963,Apr,Surfing ,Unprovoked,0
3758,1963,Mar,The 500-ton coastal trader Polurrian foundered ,Unprovoked,1
3759,1963,Feb,Swimming,Unprovoked,0
3760,1963,Feb,Spearfishing,Unprovoked,0
3761,1963,Feb,Spearfishing,Unprovoked,0
3764,1963,Jan,Freediving,Unprovoked,0
3765,1963,Jan,Wading,Unprovoked,1
3767,1963,Jan,Fishing ,Unprovoked,0
3768,1963,Jan,Fishing,Provoked,0
3769,1963,Jan,Fishing,Provoked,0
3770,1963,Jan,"Free diving, hunting crayfish",Unprovoked,0
3771,1963,Jan,Spearfishing,Unprovoked,0
3772,1963,Jan,Shark fishing,Provoked,0
3775,1963,Unknown,Fishing for turtles,Unprovoked,1
3776,1962,Dec,Scuba diving,Provoked,0
3777,1962,Dec,Spearfishing,Unprovoked,1
3778,1962,Dec,Fishing,Unprovoked,0
3779,1962,Nov,"Spearfishing, Scuba diving",Unprovoked,0
3781,1962,Nov,Spearfishing / Scuba diving (at surface),Unprovoked,0
3782,1962,Nov,Fishing,Unprovoked,0
3783,1962,Nov,Abandoning burning ship Captain George in raging seas,Unprovoked,0
3784,1962,Oct,Spearfishing,Unprovoked,0
3785,1962,Oct,Wading,Unprovoked,1
3787,1962,Oct,Adrift after wave swamped engine,Unprovoked,0
3789,1962,Oct,Sitting in shallows,Unprovoked,1
3790,1962,Sep,Spearfishing,Unprovoked,0
3791,1962,Sep,Swimming,Unprovoked,0
3792,1962,Sep,"When  a deckhand  jumped overboard, McIver dived after him with a rescue line.",Unprovoked,1
3793,,1962,Spearfishing with Scuba gear,Unprovoked,1
3794,1962,Aug,Fishing,Provoked,UNKNOWN
3796,1962,Aug,Fishing,Provoked,0
3797,1962,Aug,Diving for abalone,Provoked,0
3799,1962,Aug,Fishing,Unprovoked,0
3800,1962,Aug,Surf fishing in waist-deep water,Unprovoked,1
3801,1962,Aug,Standing,Unprovoked,0
3802,1962,Aug,Spearfishing,Unprovoked,1
3803,1962,Aug,Diving,Unprovoked,0
3804,1962,Aug,Beach seine netting,Unprovoked,0
3805,1962,Jul,Standing,Unprovoked,0
3806,1962,Jul,Finning the shark,Provoked,0
3807,1962,Jul,Fishing for albacore,Provoked,0
3808,1962,Jul,Playing in surf with his child  (9),Unprovoked,0
3809,1962,Jul,Dived from inner-tube,Unprovoked,0
3812,1962,Jun,"On a ""shark hunt""",Unprovoked,0
3813,1962,Jun,Rolled off raft,Unprovoked,0
3814,1962,Jun,Escaping from Alacatraz,Unprovoked,0
3815,1962,Jun,Escaping from Alacatraz,Unprovoked,1
3816,1962,Jun,Escaping from Alacatraz,Unprovoked,1
3817,1962,Jun,Washing,Unprovoked,1
3818,1962,Jun,Standing,Unprovoked,0
3819,1962,Jun,Fishing,Unprovoked,0
3820,1962,Jun,"Scuba diving, attempting to catch a captive shark",Provoked,0
3821,1962,Jun,Free diving,Unprovoked,0
3823,1962,May,25-foot cabin cruiser Happy Jack sank in heavy seas,Unprovoked,1
3824,1962,May,Fishing,Unprovoked,0
3825,1962,Apr,Fishing,Provoked,0
3826,1962,Apr,Swimming,Unprovoked,0
3827,1962,Apr,Wading,Unprovoked,0
3828,1962,Apr,Fishing,Provoked,0
3830,1962,Mar,Fishing & spearfishing,Unprovoked,0
3831,1962,Mar,Swimming,Unprovoked,1
3832,1962,Feb,Swimming along a row of nets,Unprovoked,0
3833,1962,Feb,Swimming,Provoked,0
3834,1962,Feb,Fishing for snappers & cleaning mullet. Put mullet over side of boat to wash it,Unprovoked,0
3835,1962,Feb,Swimming,Unprovoked,1
3836,1962,Feb,Treading water,Unprovoked,1
3837,1962,Feb,Swimming,Unprovoked,0
3838,1962,Feb,Fishing,Unprovoked,UNKNOWN
3839,1962,Feb,Swimming outside fishing net,Unprovoked,1
3840,1962,Jan,Splashing ,Unprovoked,0
3842,1962,Jan,Spearfishing,Provoked,0
3844,1962,Jan,Fishing,Provoked,0
3845,1962,Jan,Spearfishing,Unprovoked,0
3846,1962,Jan,Spearfishing / Scuba diving (at surface),Unprovoked,0
3847,1962,Jan,Spearfishing,Provoked,0
3848,1962,Jan,Surfing,Unprovoked,0
3849,1962,Jan,Fishing,Unprovoked,0
3850,1962,Jan,Spearfishing,Unprovoked,0
3851,1962,Jan,Surf fishing,Unprovoked,0
3852,1962,Jan,Fishing for sharks,Unprovoked,0
3854,1962,Jan,Rowing,Provoked,0
3855,1962,Jan,Surfing,Unprovoked,0
3856,1962,Jan,Fishing,Unprovoked,0
3857,1962,Jan,Fishing,Provoked,0
3858,1962,Jan,Fishing with hand net in 2' of water,Unprovoked,0
3859,1962,Unknown,Dangling feet in the water,Unprovoked,0
3861,1962,Ca.,Diving,Unprovoked,0
3862,1961,Dec,Standing,Unprovoked,1
3863,1961,Dec,Standing,Unprovoked,0
3864,1961,Dec,Treading water,Unprovoked,0
3865,1961,Dec,Spearfishing,Provoked,0
3866,1961,Dec,"Fishing, hauling in a 5-lb snapper",Unprovoked,0
3867,1961,Dec,Bathing,Unprovoked,0
3868,1961,Dec,"Surfing, pushing board ashore",Unprovoked,1
3869,1961,Dec,Swimming with other crew near wharf,Unprovoked,0
3871,1961,Oct,Gathering shells,Unprovoked,0
3873,1961,Oct,Paddling outrigger canoe,Unprovoked,0
3876,1961,Sep,Swimming,Unprovoked,1
3877,1961,Sep,Fishing,Provoked,0
3878,1961,Sep,"Survived US Naval aircraft crash, climbing onboard rescue vessel when he fell back into sea ",Unprovoked,0
3879,1961,Sep,"Free diving, surveying a pipeline & examing cathodes under jetty",Unprovoked,0
3880,1961,Sep,Fishing,Provoked,0
3882,1961,Aug,Swimming,Unprovoked,0
3883,1961,Aug,Wading,Unprovoked,0
3884,1961,Aug,Spearfishing,Unprovoked,0
3885,1961,Aug,"Net fishing, picking catch from the net",Unprovoked,0
3886,1961,Aug,"Fishing, two large sharks passed. He speared one and it bit him",Provoked,0
3887,1961,Jul,Spearfishing,Provoked,0
3888,1961,Jul,Swimming,Unprovoked,0
3889,1961,Jul,Shark fishing,Provoked,0
3890,1961,Jul,Spearfishing,Unprovoked,0
3891,1961,Jul,Fishing (trolling)  from canoe,Provoked,1
3892,1961,Jun,Scuba diving & spearfishing ,Unprovoked,1
3893,1961,Jun,Standing,Unprovoked,0
3894,1961,Jun,Spearfishing on Scuba,Unprovoked,0
3895,1961,Jun,Spearfishing,Unprovoked,0
3896,1961,Jun,"Fishing, speared shark upset canoe & man fell in water",Provoked,0
3897,1961,May,Free diving for abalone,Unprovoked,0
3898,1961,May,Collecting dynamited fish,Unprovoked,0
3899,1961,May,Walking in chest-deep water,Unprovoked,0
3900,1961,May,Spearfishing,Provoked,0
3902,1961,Apr,Spearfishing,Provoked,0
3903,1961,Apr,Swimming,Unprovoked,0
3904,1961,Apr,Diving,Provoked,0
3905,1961,Apr,Spearfishing,Unprovoked,0
